movie_title,production_date,genres,runtime_minutes,director_name,director_professions,director_birthYear,director_deathYear,movie_averageRating,movie_numerOfVotes,approval_Index,Production budget $,Domestic gross $,Worldwide gross $
Transformers,2/7/07,"Action,Adventure,Sci-Fi",144,Michael Bay,"producer,director,actor",1965,alive,7,644018,6.756887831393048,151000000,319246193,708272592
Frozen II,20/11/19,"Adventure,Animation,Comedy",103,-,-,-,-,6.8,176653,5.912895840682456,150000000,477373578,1437862795
Wonder Woman,29/5/17,"Action,Adventure,Fantasy",141,Patty Jenkins,"director,writer,producer",1971,alive,7.4,664284,7.167397708319825,150000000,412563408,817691766
Frozen,22/11/13,"Adventure,Animation,Comedy",102,-,-,-,-,7.4,631103,7.139499423331927,150000000,400953009,1257909889
Zootopia,10/2/16,"Adventure,Animation,Comedy",108,-,-,-,-,8,505356,7.598275987166102,150000000,341268248,1002462578
Harry Potter and the Order of the Phoenix,11/7/07,"Action,Adventure,Family",138,David Yates,"director,producer,writer",1963,alive,7.5,589237,7.199883823970788,150000000,292137260,939619849
Harry Potter and the Goblet of Fire,18/11/05,"Adventure,Family,Fantasy",157,Mike Newell,"director,producer,writer",1942,alive,7.7,634392,7.437227804307983,150000000,290201752,886742787
The Matrix Reloaded,15/5/03,"Action,Sci-Fi",138,-,-,-,-,7.2,600147,6.916334015935126,150000000,281553689,738576929
Moana,27/1/16,"Adventure,Animation,Comedy",107,-,-,-,-,7.6,342004,6.993447729676663,150000000,248757044,630901967
Hancock,1/7/08,"Action,Drama,Fantasy",92,Peter Berg,"producer,actor,writer",1964,alive,6.4,488291,6.036079515305479,150000000,227946274,624234272
Shang-Chi and the Legend of the Ten Rings,1/9/21,"Action,Adventure,Fantasy",132,Destin Daniel Cretton,"producer,director,writer",1978,alive,7.4,387558,6.874020871896155,150000000,224543292,432224634
Charlie and the Chocolate Factory,15/7/05,"Adventure,Comedy,Family",115,Tim Burton,"producer,miscellaneous,director",1958,alive,6.7,488960,6.325875146508909,150000000,206459076,475825484
Ratatouille,29/6/07,"Adventure,Animation,Comedy",111,-,-,-,-,8.1,746380,7.9273091782853395,150000000,206445654,626549695
Thor: The Dark World,30/10/13,"Action,Adventure,Fantasy",112,Alan Taylor,"director,producer,writer",1965,alive,6.8,689064,6.593892096533326,150000000,206362140,644602516
Batman Begins,15/6/05,"Action,Crime,Drama",140,Christopher Nolan,"writer,producer,director",1970,alive,8.2,1480348,8.439953932830003,150000000,205343774,358858124
Dunkirk,18/7/17,"Action,Drama,History",106,Christopher Nolan,"writer,producer,director",1970,alive,7.8,667722,7.564912981322426,150000000,190068280,518058826
Thor,29/4/11,"Action,Fantasy",115,Kenneth Branagh,"actor,producer,director",1960,alive,7,855896,6.9033725674368975,150000000,181030624,449326618
Madagascar: Escape 2 Africa,7/11/08,"Adventure,Animation,Comedy",89,-,-,-,-,6.6,232024,5.867509150781864,150000000,180174880,599680774
X-Men Origins: Wolverine,1/5/09,"Action,Sci-Fi",107,Gavin Hood,"actor,producer,director",1963,alive,6.5,509926,6.153186657035437,150000000,179883157,374825760
Night at the Museum: Battle of the Smithsonian,22/5/09,"Adventure,Comedy,Family",105,Shawn Levy,"producer,director,actor",1968,alive,6,200676,5.258038608680305,150000000,177243721,402231063
Kung Fu Panda 2,26/5/11,"Action,Adventure,Animation",90,Jennifer Yuh Nelson,"art_department,animation_department,director",1972,alive,7.2,291106,6.533073418987595,150000000,165249063,664837547
Mad Max: Fury Road,14/5/15,"Action,Adventure,Sci-Fi",120,George Miller,"producer,writer,director",1945,alive,8.1,1011350,8.108365178352786,150000000,153636354,365769378
The Matrix Revolutions,5/11/03,"Action,Sci-Fi",129,-,-,-,-,6.7,518170,6.354477613070807,150000000,139270910,427300260
Ready Player One,20/3/18,"Action,Adventure,Sci-Fi",140,Steven Spielberg,"producer,writer,director",1946,alive,7.4,442590,6.946312786995548,150000000,137690172,579055653
Chicken Little,4/11/05,"Adventure,Animation,Comedy",81,Mark Dindal,"visual_effects,writer,animation_department",1960,alive,5.7,94797,4.674031024850497,150000000,135386665,310043823
Mission: Impossible III,5/5/06,"Action,Adventure,Thriller",126,J.J. Abrams,"producer,writer,music_department",1966,alive,6.9,361377,6.365144414538387,150000000,133501348,399387745
Angels & Demons,15/5/09,"Action,Mystery,Thriller",138,Ron Howard,"producer,actor,writer",1954,alive,6.7,296959,6.080046012879996,150000000,133375846,490875846
Troy,13/5/04,Drama,163,Wolfgang Petersen,"director,writer,producer",1941,2022,7.3,540892,6.958391124564524,150000000,133298577,483152040
The Last Airbender,1/7/10,"Action,Adventure,Family",103,M. Night Shyamalan,"producer,director,writer",1970,alive,4,165582,3.4048441836571275,150000000,131772187,319713881
Bee Movie,2/11/07,"Adventure,Animation,Comedy",91,-,-,-,-,6.1,166151,5.263137164771563,150000000,126631277,287594577
G-Force,24/7/09,"Action,Adventure,Animation",88,Hoyt Yeatman,"visual_effects,director,writer",1955,alive,5.1,47550,3.9092567874940576,150000000,119436770,292817841
Bolt,21/11/08,"Adventure,Animation,Comedy",96,-,-,-,-,6.8,214916,6.010986697898872,150000000,114053579,328015029
Encanto,24/11/21,"Animation,Comedy,Family",102,-,-,-,-,7.2,227400,6.402239713093133,150000000,96093622,231219744
Wrath of the Titans,28/3/12,"Action,Adventure,Fantasy",99,Jonathan Liebesman,"director,producer,writer",1976,alive,5.7,190991,4.9678005476345755,150000000,83670083,305270083
Beowulf,16/11/07,"Action,Adventure,Animation",115,Robert Zemeckis,"producer,writer,director",1952,alive,6.3,169778,5.450030934244248,150000000,82280579,195080579
Dark Shadows,9/5/12,"Comedy,Fantasy,Horror",113,Tim Burton,"producer,miscellaneous,director",1958,alive,6.2,270654,5.574162609301309,150000000,79727149,238202668
White House Down,28/6/13,"Action,Drama,Thriller",131,Roland Emmerich,"writer,producer,director",1955,alive,6.3,225122,5.580814340447332,150000000,73103784,205440387
Space Jam: A New Legacy,14/7/21,"Adventure,Animation,Comedy",115,Malcolm D. Lee,"writer,director,producer",1970,alive,4.5,73317,3.57719957,150000000,70592228,143987946
The Wolfman,12/2/10,"Drama,Fantasy,Horror",103,Joe Johnston,"director,visual_effects,producer",1950,alive,5.8,108118,4.814453878518412,150000000,62189884,142634358
The Great Wall,15/12/16,"Action,Adventure,Fantasy",103,Yimou Zhang,"director,producer,writer",1951,alive,5.9,138544,5.007374393,150000000,45157105,334486852
The Great Wall,15/12/16,Documentary,72,Tadhg O'Sullivan,"editor,sound_department,director",\N,alive,6.4,46,1.6710041688413024,150000000,45157105,334486852
Pan,25/9/15,"Action,Adventure,Comedy",111,Joe Wright,"director,producer,miscellaneous",1972,alive,5.7,65124,4.516577791094131,150000000,35088320,151525973
Mars Needs Moms,11/3/11,"Action,Adventure,Animation",88,Simon Wells,"art_department,animation_department,director",1961,alive,5.4,22949,3.8575276829274925,150000000,21392758,39549758
Moonfall,3/2/22,"Action,Adventure,Sci-Fi",130,Roland Emmerich,"writer,producer,director",1955,alive,5.1,83169,4.119046889,150000000,19060660,59053195
Flushed Away,3/11/06,"Action,Adventure,Animation",85,-,-,-,-,6.6,129096,5.5828119518409185,149000000,64665672,179357126
Madagascar 3: Europe's Most Wanted,8/6/12,"Adventure,Animation,Comedy",95,-,-,-,-,6.8,185212,5.936567418536075,145000000,216391482,746921271
How to Train Your Dragon 2,5/6/14,"Action,Adventure,Animation",102,Dean DeBlois,"writer,art_department,animation_department",1970,alive,7.8,340661,7.178697006512547,145000000,177002924,614586270
Tarzan,16/6/99,"Adventure,Animation,Comedy",88,-,-,-,-,7.3,230552,6.500384280327015,145000000,171091819,448191819
Mr. Peabody & Sherman,20/2/14,"Adventure,Animation,Comedy",92,Rob Minkoff,"producer,director,animation_department",1962,alive,6.8,72239,5.4655143993995985,145000000,111506430,269806430
Rise of the Guardians,20/11/12,"Action,Adventure,Animation",97,Peter Ramsey,"art_department,director,producer",1962,alive,7.2,179749,6.277671638600805,145000000,103412758,306941670
Sahara,8/4/05,"Action,Adventure,Comedy",124,Breck Eisner,"director,producer,actor",1970,alive,6,99492,4.948310509501986,145000000,68671925,121645390
Ghostbusters,13/7/16,"Action,Comedy,Fantasy",117,Paul Feig,"producer,actor,director",1962,alive,6.8,234533,6.0546883583390185,144000000,128350574,229008658
Die Another Day,22/11/02,"Action,Adventure,Thriller",133,Lee Tamahori,"director,assistant_director,sound_department",1950,alive,6.1,221769,5.392725693408548,142000000,160942139,431942139
Star Trek,8/5/09,"Action,Adventure,Sci-Fi",127,J.J. Abrams,"producer,writer,music_department",1966,alive,7.9,606661,7.607846901535335,140000000,257730019,386839614
Armageddon,1/7/98,"Action,Adventure,Sci-Fi",151,Michael Bay,"producer,director,actor",1965,alive,6.7,430804,6.263453742789169,140000000,201578182,554600000
Captain America: The First Avenger,22/7/11,"Action,Adventure,Sci-Fi",124,Joe Johnston,"director,visual_effects,producer",1950,alive,6.9,851608,6.800319902717403,140000000,176654505,370569776
Kung Fu Panda 3,23/1/16,"Action,Adventure,Animation",95,-,-,-,-,7.1,163907,6.140454555005715,140000000,143528619,521170825
Lethal Weapon 4,10/7/98,"Action,Crime,Thriller",127,Richard Donner,"director,producer,actor",1930,2021,6.6,165625,5.703807761322743,140000000,130444603,285400000
G.I. Joe: Retaliation,27/3/13,"Action,Adventure,Sci-Fi",110,Jon M. Chu,"producer,writer,director",1979,alive,5.7,183030,4.949945009985636,140000000,122523060,375740705
The Last Samurai,5/12/03,"Action,Drama",154,Edward Zwick,"producer,writer,director",1952,alive,7.8,445976,7.333288797712047,140000000,111110575,456810575
Exodus: Gods and Kings,5/12/14,"Action,Adventure,Drama",150,Ridley Scott,"producer,director,production_designer",1937,alive,6,170757,5.186766335076952,140000000,65014513,268314513
The BFG,30/6/16,"Adventure,Family,Fantasy",117,Steven Spielberg,"producer,writer,director",1946,alive,6.3,87924,5.1450239667989175,140000000,55483770,199646680
Gemini Man,3/10/19,"Action,Adventure,Sci-Fi",117,Ang Lee,"director,producer,writer",1954,alive,5.7,115244,4.755941370124737,140000000,48546770,166598362
Gods of Egypt,24/2/16,"Action,Adventure,Fantasy",127,Alex Proyas,"director,writer,producer",1963,alive,5.4,119251,4.512269768587969,140000000,31153464,138836756
Spider-Man,3/5/02,"Action,Adventure,Sci-Fi",121,Sam Raimi,"producer,writer,director",1959,alive,7.4,824625,7.2851193626695085,139000000,403706375,821706375
Watchmen,6/3/09,"Action,Drama,Mystery",162,Zack Snyder,"director,producer,writer",1966,alive,7.6,556628,7.265805661,138000000,107509799,186976250
Stealth,29/7/05,"Action,Adventure,Sci-Fi",121,Rob Cohen,"producer,director,actor",1949,alive,5.1,54780,3.9623685321705313,138000000,32116746,76416746
The Incredible Hulk,13/6/08,"Action,Adventure,Sci-Fi",112,Louis Leterrier,"director,producer,actor",1973,alive,6.6,497617,6.238013716769339,137500000,134806913,265573859
Hulk,20/6/03,"Action,Sci-Fi",138,Ang Lee,"director,producer,writer",1954,alive,5.6,270638,5.021945527029674,137000000,132177234,245031679
Final Fantasy: The Spirits Within,11/7/01,"Action,Adventure,Animation",106,-,-,-,-,6.4,82669,5.199764047240606,137000000,32131830,85131830
The Croods,15/3/13,"Adventure,Animation,Comedy",98,-,-,-,-,7.2,218564,6.381245187,135000000,187168425,573068425
The Revenant,25/12/15,"Action,Adventure,Drama",156,Alejandro G. Iñárritu,"producer,director,writer",1963,alive,8,812869,7.878041959566026,135000000,183637894,532938302
Rango,4/3/11,"Action,Adventure,Animation",107,Gore Verbinski,"director,producer,writer",1964,alive,7.2,270973,6.495107816,135000000,123477607,245724600
Master and Commander: The Far Side of the World,14/11/03,"Action,Adventure,Drama",138,Peter Weir,"director,writer,producer",1944,alive,7.4,224903,6.577730074,135000000,93926386,212912137
Turbo,17/7/13,"Adventure,Animation,Comedy",96,David Soren,"writer,miscellaneous,actor",1973,alive,6.4,100369,5.291118990299725,135000000,83028130,286896578
Teenage Mutant Ninja Turtles: Out of the Shadows,2/6/16,"Action,Adventure,Comedy",112,Dave Green,"director,camera_department,miscellaneous",\N,alive,5.9,94805,4.84269432,135000000,82051601,245328374
Happy Feet Two,18/11/11,"Adventure,Animation,Comedy",117,-,-,-,-,5.8,45689,4.4468785195561065,135000000,64006466,157956462
Miami Vice,28/7/06,"Action,Adventure,Crime",132,Michael Mann,"producer,writer,director",1943,alive,6,118857,5.026819781371193,135000000,63478838,164920076
Strange World,22/11/22,"Action,Adventure,Animation",102,-,-,-,-,5.6,33133,4.156598400558107,135000000,37968963,69532497
The Nutcracker and the Four Realms,31/10/18,"Adventure,Family,Fantasy",99,-,-,-,-,5.6,34951,4.178607432214728,132900000,54858851,170024300
War of the Worlds,24/6/05,"Action,Adventure,Sci-Fi",116,Steven Spielberg,"producer,writer,director",1946,alive,6.5,453649,6.097260607016752,132000000,234280354,606836535
Penguins of Madagascar,26/11/14,"Adventure,Animation,Comedy",92,-,-,-,-,6.6,93614,5.4267529875950515,132000000,83350911,366942531
The Hunger Games: Catching Fire,15/11/13,"Action,Adventure,Sci-Fi",146,Francis Lawrence,"director,producer,writer",1971,alive,7.5,671218,7.271766046330449,130000000,424668047,864868047
Harry Potter and the Prisoner of Azkaban,31/5/04,"Adventure,Family,Fantasy",142,Alfonso Cuarón,"writer,producer,director",1961,alive,7.9,642336,7.6410599443768366,130000000,249757726,789592708
The Bourne Ultimatum,3/8/07,"Action,Mystery,Thriller",115,Paul Greengrass,"director,producer,writer",1955,alive,8,638658,7.736070942505505,130000000,227471070,444043396
Ant-Man and the Wasp,3/7/18,"Action,Adventure,Comedy",118,Peyton Reed,"director,producer,actor",1964,alive,7,408588,6.522541174066589,130000000,216648740,623144660
Kung Fu Panda,6/6/08,"Action,Adventure,Animation",92,-,-,-,-,7.6,477592,7.180174063238266,130000000,215434591,631910531
Ant-Man,14/7/15,"Action,Comedy,Sci-Fi",117,Peyton Reed,"director,producer,actor",1964,alive,7.3,673564,7.076210808130034,130000000,180202163,518858449
Home,19/3/15,"Adventure,Animation,Comedy",94,Tim Johnson,"director,producer,miscellaneous",\N,alive,6.6,104437,5.479879129127653,130000000,177397510,385997896
Mary Poppins Returns,19/12/18,"Adventure,Comedy,Family",130,Rob Marshall,"director,miscellaneous,producer",1960,alive,6.7,89953,5.491308725632827,130000000,171958438,348901032
Puss in Boots,28/10/11,"Adventure,Animation,Comedy",90,Chris Miller,"actor,animation_department,art_department",1968,alive,6.6,170864,5.718930045675416,130000000,149260504,554987477
Megamind,5/11/10,"Action,Animation,Comedy",95,Tom McGrath,"writer,actor,animation_department",1964,alive,7.3,268372,6.581968233245078,130000000,148415853,321887208
Bad Boys II,18/7/03,"Action,Comedy,Crime",147,Michael Bay,"producer,director,actor",1965,alive,6.6,254705,5.912798324597289,130000000,138540870,273271982
Rio 2,20/3/14,"Adventure,Animation,Comedy",101,Carlos Saldanha,"director,producer,actor",1965,alive,6.3,92872,5.170401577317447,130000000,131538435,492846291
Salt,23/7/10,"Action,Thriller",100,Phillip Noyce,"producer,director,writer",1950,alive,6.4,318288,5.8345638423837105,130000000,118311368,290650494
Noah,27/3/14,"Action,Adventure,Drama",138,Darren Aronofsky,"producer,writer,director",1969,alive,5.8,257429,5.184655827352661,130000000,101200044,352831065
The Adventures of Tintin,28/10/11,"Action,Adventure,Animation",107,Steven Spielberg,"producer,writer,director",1946,alive,7.3,233813,6.507927941272383,130000000,77591831,373993951
After Earth,31/5/13,"Action,Adventure,Sci-Fi",100,M. Night Shyamalan,"producer,director,writer",1970,alive,4.8,203150,4.184392370868944,130000000,60522097,251499665
Australia,26/11/08,"Adventure,Drama,Romance",165,Baz Luhrmann,"writer,producer,director",1962,alive,6.6,126046,5.571201654324542,130000000,49554002,215080810
R.I.P.D.,19/7/13,"Action,Adventure,Comedy",96,Robert Schwentke,"director,writer,soundtrack",1968,alive,5.6,136274,4.739252227958463,130000000,33618855,79076678
How to Train Your Dragon: The Hidden World,3/1/19,"Action,Adventure,Animation",104,Dean DeBlois,"writer,art_department,animation_department",1970,alive,7.4,132711,6.290532204379425,129000000,160799505,521533238
Dinosaur,19/5/00,"Adventure,Animation,Drama",82,-,-,-,-,6.4,62544,5.068400420264556,127500000,137748063,356148063
Logan,23/2/17,"Action,Drama,Sci-Fi",137,James Mangold,"producer,director,writer",1963,alive,8.1,770942,7.946605288499807,127000000,226277068,614202315
Night at the Museum: Secret of the Tomb,18/12/14,"Adventure,Comedy,Family",98,Shawn Levy,"producer,director,actor",1968,alive,6.2,125758,5.224519963997791,127000000,113746621,353756621
The Hunger Games: Mockingjay - Part 1,19/11/14,"Action,Adventure,Sci-Fi",123,Francis Lawrence,"director,producer,writer",1971,alive,6.6,461551,6.2014784,125000000,337135885,766575131
Jumanji: The Next Level,4/12/19,"Action,Adventure,Comedy",123,Jake Kasdan,"producer,director,actor",1974,alive,6.7,255946,6.006779570226193,125000000,316831246,798210215
The Da Vinci Code,19/5/06,"Mystery,Thriller",149,Ron Howard,"producer,actor,writer",1954,alive,6.6,437963,6.176004963079792,125000000,217536138,767820459
Fast Five,21/4/11,"Action,Crime,Thriller",130,Justin Lin,"producer,director,writer",1971,alive,7.3,385234,6.776116810160211,125000000,210031325,630163454
Teenage Mutant Ninja Turtles,8/8/14,"Action,Adventure,Comedy",101,Jonathan Liebesman,"director,producer,writer",1976,alive,5.8,212916,5.103641688260301,125000000,191204754,485004754
